task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Feature Dev,High,Tech Lead,JavaScript,High,13,4,3,26,8,14,True,1,False,5.625,0,1,2,1,4.66824802
Design Review,Low,Junior,C++,Low,9,4,2,18,7,11,False,1,False,1.9375,3,1,0,0,4.0165125
Bug Fix,High,Mid,JavaScript,Medium,10,5,0,20,4,15,True,3,True,2.55,2,3,0,0,5.50386375
Feature Dev,High,Tech Lead,Go,Low,11,3,0,22,2,17,False,2,True,2.08333333,2,1,0,0,6.33808083
Client Meeting,Low,Senior,Python,High,13,3,3,26,2,13,False,3,False,2.08333333,2,1,0,0,4.8666375
Bug Fix,High,Tech Lead,C++,Low,12,5,1,24,2,17,False,2,True,2.55,2,3,0,0,6.90737575
Refactoring,Medium,Senior,Python,Medium,2,3,3,4,4,15,False,0,False,2.08333333,2,1,0,0,1.24479167
Refactoring,Medium,Mid,Other,Low,2,4,2,4,10,15,True,3,False,3.4375,1,2,1,0,1.45575478
Code Review,High,Tech Lead,C++,Low,8,4,3,16,6,17,False,0,True,4.375,0,3,0,1,4.18367709
Client Meeting,Low,Junior,Python,Medium,4,2,3,8,4,11,False,2,False,1.5,2,0,0,0,2.14225
Bug Fix,High,Mid,Other,High,13,4,2,26,4,16,True,1,True,3.0,2,1,1,0,6.11139722
Feature Dev,Medium,Senior,Java,High,1,5,1,2,5,18,True,0,False,3.1,3,1,0,1,0.5
Client Meeting,Low,Tech Lead,Go,Medium,2,4,0,4,7,15,True,0,False,2.8125,1,3,0,0,0.7252875
Feature Dev,High,Junior,Go,Critical,13,3,0,26,2,13,False,0,True,2.66666667,1,2,0,0,5.40492333
Bug Fix,High,Senior,Python,Medium,12,2,3,24,2,18,False,3,True,3.625,1,0,1,0,6.14652019
Design Review,High,Tech Lead,Java,High,11,5,3,22,10,10,False,2,True,4.8,1,1,2,1,4.32672966
Client Meeting,Medium,Junior,Java,Critical,7,5,1,14,9,10,False,3,False,3.6,3,0,1,1,2.33818
Design Review,Medium,Mid,Other,Medium,6,3,3,12,4,18,False,2,False,3.5,1,1,1,0,2.7366125
Design Review,High,Mid,Go,Low,5,4,0,10,6,10,False,3,False,4.125,2,0,1,1,2.351635
Client Meeting,Low,Junior,C++,Critical,5,5,2,10,9,12,True,3,True,1.5,5,0,0,0,2.415105
Code Review,Medium,Senior,C++,Medium,13,3,2,26,7,16,True,3,True,2.66666667,1,2,0,0,6.4757
Refactoring,High,Senior,C++,Critical,13,3,3,26,7,18,True,3,True,3.5,1,1,1,0,5.92829001
Refactoring,Low,Tech Lead,Go,Low,3,2,0,6,9,14,True,2,True,2.375,1,1,0,0,1.595748
Code Review,Low,Senior,Go,Medium,7,2,2,14,6,16,True,1,True,1.5,2,0,0,0,3.456915
Refactoring,Medium,Tech Lead,JavaScript,Low,10,4,2,20,7,18,False,2,False,3.0,2,1,1,0,4.561425
Refactoring,Medium,Senior,Go,Low,11,5,3,22,10,9,True,0,False,3.6,3,0,1,1,4.7413212
Feature Dev,High,Mid,Other,Critical,13,2,1,26,8,11,False,1,True,1.5,2,0,0,0,5.97067625
Refactoring,Medium,Tech Lead,Java,High,2,4,0,4,3,14,True,2,False,5.625,0,1,2,1,0.7148925
Feature Dev,High,Senior,Java,Low,9,5,1,18,1,18,False,1,False,2.55,2,3,0,0,4.6962025
Bug Fix,Medium,Junior,JavaScript,High,3,3,1,6,9,12,True,0,False,2.66666667,1,2,0,0,1.233225
Code Review,Medium,Tech Lead,Python,Medium,7,3,1,14,9,13,False,3,False,2.08333333,2,1,0,0,3.23645833
Code Review,High,Senior,Python,Medium,5,3,2,10,10,18,False,0,False,2.08333333,2,1,0,0,2.58916667
Refactoring,High,Junior,Other,High,12,3,3,24,2,10,False,0,True,4.33333333,1,0,2,0,4.9075191
Documentation,Medium,Mid,Other,Critical,10,3,0,20,6,17,True,1,False,4.16666667,1,1,0,1,3.09968969
Design Review,Medium,Junior,JavaScript,Low,8,3,2,16,7,17,False,3,False,2.08333333,2,1,0,0,4.16258333
Documentation,Medium,Tech Lead,Java,High,9,4,3,18,1,18,True,1,True,2.375,2,2,0,0,4.23303891
Feature Dev,Medium,Junior,Other,Critical,4,4,0,8,2,10,False,3,True,4.125,2,0,1,1,1.46072713
Refactoring,Low,Junior,C++,Medium,2,2,2,4,4,18,False,2,True,1.5,2,0,0,0,1.37555
Feature Dev,High,Tech Lead,Go,Medium,1,4,3,2,9,12,False,2,False,2.375,2,2,0,0,1.0891875
Code Review,Medium,Tech Lead,JavaScript,Low,5,4,1,10,9,15,True,2,False,1.9375,3,1,0,0,2.72273203
Code Review,Medium,Senior,C++,Low,5,4,0,10,1,13,False,1,True,3.0625,3,0,0,1,2.28570891
Documentation,Medium,Tech Lead,Other,High,5,2,2,10,2,14,True,1,False,2.375,1,1,0,0,2.225475
Design Review,High,Senior,JavaScript,Critical,4,3,3,8,9,14,False,0,False,2.66666667,1,2,0,0,1.88161667
Refactoring,High,Junior,Go,Low,6,3,3,12,10,14,True,0,False,3.5,1,1,1,0,3.32659924
Bug Fix,Medium,Senior,Go,Critical,8,3,0,16,2,11,True,1,False,1.5,3,0,0,0,3.01888125
Feature Dev,Medium,Mid,C++,Low,6,5,0,12,7,14,False,0,True,3.4,1,3,1,0,2.6196984
Deployment,Medium,Junior,Go,High,13,3,1,26,9,10,True,0,False,2.08333333,2,1,0,0,5.03468438
Testing,High,Senior,C++,High,13,2,0,26,4,13,False,1,False,4.5,0,1,1,0,4.64436
Client Meeting,High,Junior,Go,High,3,4,3,6,1,13,False,2,False,2.375,2,2,0,0,1.79274375
Testing,High,Tech Lead,Other,High,5,3,1,10,10,18,True,3,False,3.25,0,3,0,0,2.43632813
Client Meeting,High,Senior,Python,Medium,3,3,0,6,3,15,False,0,False,5.58333333,0,1,1,1,1.07916
Documentation,High,Junior,Other,Critical,13,5,1,26,3,15,True,1,False,3.05,2,2,1,0,5.11030975
Documentation,High,Mid,C++,Medium,11,5,1,22,5,14,False,0,False,4.8,1,1,2,1,3.987734
Design Review,Medium,Mid,Other,Low,8,5,3,16,10,10,False,0,False,5.15,0,2,2,1,3.0373475
Client Meeting,High,Junior,Java,High,7,2,0,14,5,15,False,1,False,2.375,1,1,0,0,2.931975
Feature Dev,High,Mid,Python,Critical,3,3,3,6,1,16,False,0,False,3.5,1,1,1,0,1.39567238
Bug Fix,Low,Tech Lead,Go,Critical,10,2,0,20,3,16,False,3,False,2.375,1,1,0,0,3.25284375
Design Review,High,Junior,Other,Low,7,2,2,14,6,9,True,3,False,2.375,1,1,0,0,4.32937313
Documentation,Medium,Mid,JavaScript,Critical,10,5,1,20,10,12,True,1,False,4.25,0,3,2,0,3.16441453
Feature Dev,Low,Tech Lead,Other,Medium,12,2,3,24,7,15,True,0,True,2.375,1,1,0,0,5.40604969
Feature Dev,High,Senior,Other,Critical,6,3,0,12,7,9,False,3,False,4.16666667,1,1,0,1,2.20326375
Feature Dev,Low,Tech Lead,JavaScript,High,6,4,0,12,5,12,False,2,False,2.375,2,2,0,0,2.084175
Bug Fix,Medium,Senior,C++,Low,4,5,3,8,10,12,False,2,False,4.3,1,2,1,1,2.015145
Client Meeting,High,Junior,Python,Low,1,3,1,2,2,12,True,2,False,2.08333333,2,1,0,0,0.93165188
Feature Dev,High,Senior,Java,Medium,1,2,0,2,5,17,True,3,False,1.5,2,0,0,0,0.81795
Bug Fix,High,Mid,Go,Critical,9,2,1,18,5,16,False,1,False,1.5,2,0,0,0,3.8247875
Refactoring,Low,Junior,Python,Medium,3,4,3,6,2,13,True,0,False,2.375,2,2,0,0,1.57637813
Documentation,Medium,Mid,Java,High,2,2,3,4,2,16,True,0,False,3.625,1,0,1,0,1.05271523
Feature Dev,Medium,Tech Lead,Go,High,7,2,2,14,8,9,True,3,False,3.625,1,0,1,0,2.86338544
Bug Fix,Medium,Junior,Other,Critical,10,3,3,20,7,14,False,1,False,2.91666667,2,0,1,0,3.5795324
Testing,Medium,Tech Lead,C++,High,3,5,2,6,10,15,False,2,False,4.3,1,2,1,1,1.245726
Design Review,High,Senior,JavaScript,Low,5,5,1,10,1,16,True,1,False,4.8,1,1,2,1,2.25429435
Refactoring,Medium,Senior,Go,High,4,4,3,8,3,12,False,1,True,3.25,0,4,0,0,1.99546875
Deployment,Medium,Tech Lead,C++,Low,11,4,0,22,5,15,False,3,True,3.0625,3,0,0,1,5.11563422
Feature Dev,Low,Mid,Java,High,9,5,1,18,6,9,False,1,False,4.15,0,4,0,1,2.66317538
Feature Dev,High,Senior,JavaScript,High,12,3,0,24,2,12,True,2,True,4.91666667,0,1,2,0,4.77409432
Bug Fix,Low,Senior,C++,Medium,13,4,3,26,3,15,True,1,False,2.8125,1,3,0,0,5.26840781
Deployment,Low,Junior,Java,Critical,6,3,1,12,10,17,False,0,False,2.08333333,2,1,0,0,1.95531875
Feature Dev,High,Tech Lead,C++,High,13,3,2,26,7,16,True,3,False,2.08333333,2,1,0,0,6.19219125
Client Meeting,Medium,Senior,Other,Medium,11,4,3,22,10,15,True,0,True,4.0625,1,1,2,0,4.72262536
Feature Dev,High,Senior,Python,Critical,9,2,3,18,10,15,False,0,True,2.375,1,1,0,0,4.21118156
Bug Fix,High,Junior,Other,Medium,11,4,3,22,7,11,False,1,True,2.375,2,2,0,0,6.05529375
Deployment,High,Junior,Other,Critical,12,2,3,24,3,18,False,3,False,1.5,2,0,0,0,5.4627375
Refactoring,High,Mid,JavaScript,High,8,5,1,16,6,10,False,2,False,3.55,2,1,2,0,3.14515305
Design Review,Medium,Senior,C++,High,6,4,3,12,8,17,False,3,False,1.9375,3,1,0,0,2.84385938
Deployment,Medium,Mid,Python,High,6,2,1,12,5,17,False,1,False,2.375,1,1,0,0,2.34028125
Testing,Medium,Tech Lead,Python,Low,5,2,1,10,1,11,False,0,False,1.5,2,0,0,0,2.424125
Documentation,Medium,Tech Lead,Go,Critical,6,2,0,12,7,14,False,3,True,2.375,1,1,0,0,2.47716563
Feature Dev,Low,Mid,Python,Critical,6,5,3,12,5,18,True,2,True,3.1,3,1,0,1,2.47663864
Refactoring,High,Junior,Other,Low,9,4,2,18,8,18,False,0,False,5.0,0,2,1,1,3.819288
Code Review,Low,Tech Lead,JavaScript,High,9,2,2,18,10,11,False,0,False,2.375,1,1,0,0,3.1262625
Client Meeting,High,Tech Lead,C++,Low,7,3,2,14,5,15,False,0,False,2.66666667,1,2,0,0,3.74293333
Design Review,High,Tech Lead,Java,Low,9,2,3,18,10,16,False,3,False,5.75,0,0,2,0,4.297821
Design Review,Medium,Tech Lead,Go,High,3,3,1,6,8,16,False,3,False,4.08333333,0,2,1,0,1.29040313
Refactoring,High,Senior,JavaScript,Low,13,2,0,26,5,9,True,3,False,4.5,0,1,1,0,6.15632325
Testing,High,Junior,C++,Critical,8,3,2,16,9,18,False,1,False,2.91666667,2,0,1,0,3.2097785
Bug Fix,High,Senior,Java,Critical,1,5,1,2,4,10,False,2,False,3.95,2,1,1,1,0.57166155
Documentation,High,Junior,C++,Low,12,5,3,24,1,10,False,3,False,3.4,1,3,1,0,6.2217837
Testing,Medium,Senior,C++,Low,9,3,2,18,2,16,False,1,False,4.91666667,0,1,2,0,3.53283333
Feature Dev,Low,Senior,C++,High,8,2,0,16,6,17,True,1,False,2.375,1,1,0,0,2.76329813
Code Review,High,Junior,JavaScript,High,3,4,1,6,2,13,False,3,False,4.5,0,2,2,0,1.3546575
Documentation,High,Junior,JavaScript,Low,11,2,3,22,1,9,True,3,False,5.75,0,0,2,0,5.36172945
Deployment,Low,Senior,Other,Medium,9,2,3,18,6,15,True,1,False,2.375,1,1,0,0,3.90488438
Bug Fix,High,Junior,Java,Medium,6,3,2,12,9,14,False,2,False,2.66666667,1,2,0,0,3.15133333
Documentation,High,Senior,Other,High,11,3,2,22,6,17,True,1,True,2.08333333,2,1,0,0,5.65202138
Refactoring,Medium,Senior,JavaScript,Critical,13,5,1,26,10,9,False,3,True,4.45,2,0,2,1,4.12569568
Design Review,High,Tech Lead,Go,Critical,5,2,1,10,3,18,False,3,False,5.75,0,0,2,0,1.8676625
Code Review,Low,Senior,Other,High,2,3,2,4,4,17,False,1,False,1.5,3,0,0,0,1.0332
Documentation,Medium,Junior,Other,Critical,13,5,1,26,2,10,False,0,False,3.95,2,1,1,1,3.77578925
Feature Dev,Medium,Mid,JavaScript,High,2,2,3,4,6,18,False,0,False,3.625,1,0,1,0,1.00258594
Deployment,Medium,Tech Lead,Java,Critical,4,5,2,8,2,12,False,1,False,3.55,2,1,2,0,1.474155
Design Review,High,Mid,Python,Medium,11,2,3,22,5,12,False,2,False,2.375,1,1,0,0,5.6029375
Refactoring,Medium,Tech Lead,Other,Low,8,4,2,16,10,16,False,3,False,4.0625,1,1,2,0,3.52400125
Refactoring,Medium,Tech Lead,C++,Low,1,2,0,2,6,14,True,0,False,2.375,1,1,0,0,0.5
Refactoring,Medium,Mid,C++,High,7,4,1,14,10,13,False,2,False,2.5625,3,0,1,0,2.67260766
Bug Fix,Medium,Senior,Python,Low,12,2,0,24,7,17,True,2,False,3.25,0,2,0,0,5.4140625
Deployment,Medium,Mid,C++,Medium,1,3,2,2,9,16,False,2,False,5.0,1,0,1,1,0.7038
Refactoring,Medium,Mid,C++,High,6,2,2,12,9,9,False,0,False,3.625,1,0,1,0,2.16558563
Documentation,High,Junior,JavaScript,High,10,4,3,20,10,9,False,0,True,2.375,2,2,0,0,4.90575937
Bug Fix,Medium,Senior,Java,High,7,5,1,14,5,11,True,1,True,3.4,1,3,1,0,2.8600855
Deployment,Low,Junior,C++,Medium,13,2,0,26,3,12,True,2,False,2.375,1,1,0,0,5.027925
Refactoring,High,Junior,Java,Low,1,5,0,2,10,11,True,3,True,3.4,1,3,1,0,0.87104972
Feature Dev,High,Mid,JavaScript,Low,13,3,0,26,4,16,True,2,False,4.08333333,0,2,1,0,6.20253769
Refactoring,High,Tech Lead,Python,Low,9,3,3,18,8,18,False,2,False,2.66666667,1,2,0,0,5.09336667
Documentation,Medium,Mid,Go,High,5,2,2,10,1,15,False,3,False,4.5,0,1,1,0,1.986075
Refactoring,High,Junior,Go,Medium,12,2,2,24,6,17,False,1,False,1.5,2,0,0,0,6.068
Deployment,High,Senior,Java,Low,7,5,0,14,1,17,False,1,False,3.05,2,2,1,0,3.3564619
Refactoring,Medium,Mid,Go,High,8,3,1,16,1,15,False,3,False,4.16666667,1,1,0,1,2.78266875
Documentation,Low,Mid,C++,Medium,4,3,3,8,9,12,True,0,True,4.75,0,2,0,1,1.78865466
Deployment,High,Tech Lead,Other,Low,4,2,0,8,8,14,True,0,False,3.625,1,0,1,0,1.89395168
Documentation,Medium,Senior,C++,Low,5,5,3,10,7,14,False,0,True,3.95,2,1,1,1,2.46142435
Deployment,Medium,Senior,Other,Critical,1,4,2,2,7,14,True,1,False,2.375,2,2,0,0,0.7006125
Feature Dev,Medium,Senior,JavaScript,Low,6,3,2,12,2,14,False,3,True,4.16666667,1,1,0,1,3.0749125
Client Meeting,High,Junior,JavaScript,Low,4,4,2,8,4,17,True,3,False,2.375,2,2,0,0,2.76535875
Deployment,Medium,Junior,Go,Medium,8,2,3,16,6,9,True,0,False,2.375,1,1,0,0,3.76064063
Testing,Low,Mid,C++,Critical,6,5,1,12,10,15,False,0,False,3.45,2,2,0,1,1.73008894
Documentation,High,Junior,Java,Low,12,4,0,24,7,16,False,1,False,3.4375,1,2,1,0,5.56553869
Client Meeting,Medium,Tech Lead,JavaScript,Low,4,3,0,8,3,18,False,0,False,1.5,3,0,0,0,1.804
Feature Dev,High,Mid,Java,Critical,3,2,1,6,4,16,False,3,True,3.625,1,0,1,0,1.52486637
Deployment,Low,Tech Lead,JavaScript,High,2,3,3,4,7,15,False,0,False,3.58333333,2,0,0,1,0.92115563
Bug Fix,Medium,Mid,Java,Low,8,2,2,16,1,12,False,0,False,5.75,0,0,2,0,3.07615
Deployment,Low,Mid,Python,High,8,4,1,16,1,15,False,2,True,3.0625,3,0,0,1,2.87643108
Refactoring,Medium,Junior,Python,High,4,5,2,8,3,11,True,3,True,2.2,3,2,0,0,2.264031
Documentation,High,Senior,Other,Critical,2,2,1,4,6,17,False,3,False,1.5,2,0,0,0,1.1936125
Design Review,Medium,Junior,Python,Medium,6,3,1,12,10,9,False,0,False,4.16666667,1,1,0,1,2.1600625
Feature Dev,Medium,Junior,Other,Critical,11,2,2,22,4,13,False,2,False,3.25,0,2,0,0,3.9046875
Bug Fix,High,Mid,JavaScript,Medium,4,2,2,8,9,15,True,1,False,5.75,0,0,2,0,1.879248
Documentation,Medium,Senior,JavaScript,High,12,3,2,24,6,10,False,0,False,4.91666667,0,1,2,0,3.6853875
Code Review,Medium,Mid,Go,High,1,3,1,2,2,15,True,2,False,5.58333333,0,1,1,1,0.5542425
Client Meeting,Low,Junior,Other,Critical,3,3,0,6,2,15,True,0,True,2.66666667,1,2,0,0,1.024947
Refactoring,Medium,Tech Lead,Go,Low,3,3,0,6,8,10,False,0,False,3.58333333,2,0,0,1,1.154725
Documentation,Medium,Tech Lead,Java,Medium,10,3,3,20,8,11,False,0,False,2.91666667,2,0,1,0,4.11866042
Bug Fix,High,Senior,Other,High,2,4,2,4,10,11,False,1,True,3.5,2,1,0,1,1.1483505
Testing,Medium,Mid,JavaScript,Medium,4,5,2,8,7,15,False,0,False,3.4,1,3,1,0,1.71399
Refactoring,Low,Mid,JavaScript,Low,4,5,2,8,7,13,True,3,True,3.1,3,1,0,1,2.32680641
Client Meeting,High,Senior,Python,Medium,2,2,0,4,4,17,False,0,False,2.375,1,1,0,0,0.90275
Documentation,Medium,Mid,Go,Low,8,4,2,16,9,18,False,1,False,3.0,2,1,1,0,3.64914
Bug Fix,Medium,Mid,JavaScript,Low,8,4,0,16,8,15,False,1,False,4.375,0,3,0,1,3.03899063
Code Review,Medium,Mid,Go,High,11,3,0,22,3,18,True,2,False,2.08333333,2,1,0,0,4.3288875
Feature Dev,High,Junior,Python,Critical,5,3,2,10,2,10,False,1,False,5.0,1,0,1,1,1.79469
Code Review,Low,Junior,Go,High,5,4,1,10,5,12,True,2,True,3.9375,1,2,0,1,1.91749581
Bug Fix,High,Senior,Other,High,6,4,2,12,3,15,True,3,False,3.875,0,3,1,0,2.79119925
Deployment,Medium,Senior,Go,High,2,2,3,4,4,13,True,3,False,1.5,2,0,0,0,1.50136875
Documentation,High,Mid,JavaScript,Low,5,3,0,10,6,11,False,2,True,2.91666667,2,0,1,0,2.79976354
Feature Dev,High,Tech Lead,Go,Critical,9,2,0,18,7,16,True,2,True,4.5,0,1,1,0,3.61634976
Client Meeting,Medium,Tech Lead,JavaScript,Medium,3,2,2,6,3,11,True,0,True,3.625,1,0,1,0,1.54398234
Client Meeting,Low,Tech Lead,C++,Low,4,4,0,8,9,18,True,1,True,3.5,2,1,0,1,1.71933589
Design Review,High,Senior,Java,Medium,11,4,3,22,9,18,False,3,True,4.5,0,2,2,0,5.2565975
Design Review,Medium,Tech Lead,Other,High,2,4,2,4,9,11,False,1,False,1.9375,3,1,0,0,1.083375
Deployment,High,Tech Lead,C++,High,1,5,3,2,9,10,False,3,False,5.15,0,2,2,1,0.8238285
Client Meeting,Medium,Junior,Java,Critical,8,5,0,16,9,12,True,0,False,2.55,2,3,0,0,2.77746
Deployment,Medium,Senior,Python,Medium,3,4,1,6,8,9,False,1,False,3.4375,1,2,1,0,1.30540781
Feature Dev,High,Mid,C++,Medium,13,4,0,26,1,16,True,3,False,2.8125,1,3,0,0,6.32611875
Client Meeting,Low,Tech Lead,Other,Critical,7,2,2,14,5,10,True,1,False,3.25,0,2,0,0,2.44321875
Feature Dev,High,Junior,Go,High,5,3,0,10,4,18,False,3,False,4.33333333,1,0,2,0,1.94298
Deployment,High,Junior,Go,High,12,2,1,24,6,16,True,2,False,2.375,1,1,0,0,5.44314094
Client Meeting,High,Senior,Python,Medium,2,4,2,4,6,18,False,0,False,4.0625,1,1,2,0,1.02853625
Testing,Medium,Mid,Go,High,7,4,0,14,7,17,False,3,False,3.25,0,4,0,0,2.615625
Bug Fix,Low,Tech Lead,JavaScript,Critical,1,5,2,2,10,13,True,3,False,2.55,2,3,0,0,0.833238
Documentation,High,Tech Lead,Go,Low,13,3,2,26,6,15,False,1,False,3.5,1,1,1,0,6.2969005
Bug Fix,Medium,Mid,Java,Medium,9,5,0,18,3,18,True,2,False,4.45,2,0,2,1,3.11609025
Refactoring,High,Mid,Python,High,8,4,3,16,2,17,False,3,True,2.375,2,2,0,0,4.30346812
Design Review,Low,Mid,Java,Low,13,5,3,26,6,9,False,3,True,3.45,2,2,0,1,5.78925559
Code Review,High,Mid,Other,Critical,9,3,2,18,7,14,False,2,True,4.08333333,0,2,1,0,3.76988883
Bug Fix,Medium,Tech Lead,Python,Medium,2,5,0,4,5,9,False,0,False,4.3,1,2,1,1,0.65136
Testing,Medium,Tech Lead,Java,Medium,3,4,2,6,4,9,False,0,False,4.125,2,0,1,1,1.233375
Deployment,Low,Tech Lead,Other,Critical,11,3,2,22,8,10,False,1,True,1.5,3,0,0,0,4.178515
Feature Dev,Medium,Tech Lead,JavaScript,Medium,12,5,3,24,2,15,True,2,False,3.4,1,3,1,0,5.16226725
Design Review,High,Tech Lead,Python,Critical,11,2,1,22,6,14,True,2,False,1.5,2,0,0,0,4.94913563
Client Meeting,Low,Mid,Python,High,9,5,1,18,8,15,True,2,False,3.1,3,1,0,1,3.04566176
Feature Dev,High,Senior,Java,High,11,5,0,22,4,18,False,0,False,3.45,2,2,0,1,4.01264325
Code Review,Medium,Mid,Python,Critical,9,2,1,18,8,14,True,1,False,3.25,0,2,0,0,3.22136719
Deployment,High,Junior,Go,Critical,5,5,3,10,6,15,False,3,False,2.55,2,3,0,0,2.52120625
Refactoring,High,Senior,JavaScript,Medium,7,4,2,14,7,16,True,2,False,3.5,2,1,0,1,3.4323975
Testing,Medium,Mid,Go,Low,4,2,1,8,9,10,True,0,True,2.375,1,1,0,0,2.18168672
Documentation,High,Junior,C++,High,10,5,1,20,5,16,True,2,False,2.55,2,3,0,0,4.54911188
Code Review,Low,Tech Lead,C++,Medium,4,3,0,8,6,17,False,2,True,2.08333333,2,1,0,0,1.79648333
Refactoring,High,Tech Lead,JavaScript,Low,12,4,2,24,2,17,True,3,False,4.0625,1,1,2,0,5.95927159
Documentation,High,Senior,Java,High,8,2,3,16,5,9,False,2,False,2.375,1,1,0,0,3.82393125
Documentation,Medium,Junior,Python,Medium,8,5,1,16,6,17,True,3,True,3.05,2,2,1,0,3.87459043
Deployment,High,Mid,C++,Medium,3,5,0,6,1,15,True,1,False,3.55,2,1,2,0,1.3475511
Refactoring,Medium,Senior,Go,Critical,10,2,0,20,2,10,False,2,False,1.5,2,0,0,0,3.65925
Documentation,High,Tech Lead,Java,Low,3,3,2,6,8,13,True,1,True,2.91666667,2,0,1,0,2.09310322
Feature Dev,High,Mid,C++,High,9,5,0,18,5,11,False,0,False,3.05,2,2,1,0,3.42447345
Deployment,Low,Junior,Python,Critical,8,4,0,16,5,12,False,1,False,3.5,2,1,0,1,2.22587375
Documentation,High,Senior,Go,Low,11,4,3,22,1,18,False,1,False,4.125,2,0,1,1,5.07410475
Deployment,Medium,Senior,Java,High,9,2,3,18,7,11,True,3,False,4.5,0,1,1,0,3.48899906
Client Meeting,High,Tech Lead,JavaScript,Low,10,2,3,20,9,14,True,1,False,4.5,0,1,1,0,5.04857719
Code Review,Medium,Mid,Java,Medium,9,5,1,18,10,14,False,2,False,2.9,1,4,0,0,3.77225
Testing,Medium,Mid,Other,Medium,4,3,1,8,6,15,True,3,False,1.5,3,0,0,0,2.2063125
Testing,Medium,Mid,Other,Low,7,5,3,14,6,9,False,3,False,2.35,4,0,1,0,3.72156262
Feature Dev,Low,Junior,Go,Medium,8,2,3,16,1,13,False,3,False,1.5,2,0,0,0,3.72075
Code Review,Low,Senior,Go,High,5,5,3,10,4,15,True,0,False,2.2,3,2,0,0,2.1049875
Client Meeting,High,Senior,Java,Critical,6,4,3,12,2,18,False,3,False,5.1875,1,0,2,1,2.25701775
Bug Fix,High,Senior,C++,Critical,5,3,3,10,2,12,False,0,False,3.5,1,1,1,0,2.09732188
Deployment,High,Mid,Python,Medium,13,5,3,26,8,13,False,0,False,3.45,2,2,0,1,5.66563375
Bug Fix,Medium,Mid,Other,Medium,2,2,3,4,8,15,True,1,False,5.75,0,0,2,0,1.1325825
Documentation,High,Mid,JavaScript,Medium,4,2,0,8,10,16,False,1,False,2.375,1,1,0,0,1.903625
Deployment,Low,Tech Lead,Go,High,6,2,2,12,8,16,False,3,True,2.375,1,1,0,0,2.6811675
Client Meeting,High,Mid,Python,High,13,4,0,26,8,14,False,0,True,3.0,2,1,1,0,5.4554643
Documentation,Medium,Senior,Java,Medium,5,5,2,10,10,11,False,0,False,3.95,2,1,1,1,1.90969
Client Meeting,Low,Tech Lead,JavaScript,Low,5,3,2,10,8,13,False,1,False,4.16666667,1,1,0,1,2.04994167
Client Meeting,Low,Mid,Go,Medium,1,2,3,2,8,16,False,0,False,2.375,1,1,0,0,0.7948125
Documentation,High,Senior,Python,Critical,5,2,1,10,2,17,False,1,False,3.25,0,2,0,0,2.03203125
Documentation,High,Junior,Java,Critical,7,2,1,14,3,14,True,3,False,2.375,1,1,0,0,3.21405984
Feature Dev,Medium,Tech Lead,Python,High,1,3,1,2,4,18,False,0,False,3.58333333,2,0,0,1,0.5
Code Review,Medium,Junior,Other,High,9,5,1,18,6,15,False,1,True,4.3,1,2,1,1,3.1033233
Deployment,Medium,Senior,Python,Low,8,3,2,16,4,17,False,0,True,4.33333333,1,0,2,0,3.51646167
Refactoring,Low,Senior,Other,Medium,5,3,3,10,9,18,False,1,False,1.5,3,0,0,0,2.40875
Code Review,High,Junior,JavaScript,Medium,3,5,2,6,10,9,False,0,False,3.9,1,2,2,0,1.429176
Code Review,High,Junior,Go,Critical,6,5,2,12,7,14,False,0,True,3.8,1,3,0,1,2.47342095
Bug Fix,Low,Mid,C++,High,5,4,2,10,3,12,True,1,False,2.375,2,2,0,0,2.04001875
Code Review,High,Mid,Other,Critical,12,5,2,24,3,10,True,2,True,3.55,2,1,2,0,5.12497357
Deployment,Medium,Tech Lead,Go,Critical,2,2,0,4,5,17,False,3,False,4.5,0,1,1,0,0.79358125
Testing,Low,Junior,Java,High,1,3,3,2,8,10,True,2,False,2.66666667,1,2,0,0,0.922635
Refactoring,High,Tech Lead,JavaScript,Medium,12,2,0,24,3,10,True,1,False,2.375,1,1,0,0,5.79035625
Bug Fix,Medium,Tech Lead,Go,Critical,1,5,0,2,3,12,False,3,False,2.7,3,1,1,0,0.55694975
Design Review,High,Mid,Other,Medium,2,4,0,4,4,11,True,0,False,3.4375,1,2,1,0,0.86967169
Bug Fix,Medium,Tech Lead,Other,Medium,2,5,2,4,9,13,True,1,False,3.2,3,0,2,0,1.113336
Bug Fix,High,Tech Lead,JavaScript,Critical,10,3,0,20,10,17,False,3,False,3.5,1,1,1,0,3.73704625
Testing,High,Senior,JavaScript,High,13,2,0,26,5,11,False,0,False,4.5,0,1,1,0,4.5679725
Documentation,High,Mid,Other,High,12,4,0,24,6,16,True,3,True,4.375,0,3,0,1,5.06489228
Testing,Medium,Senior,JavaScript,Low,3,4,0,6,7,15,True,1,True,2.8125,1,3,0,0,1.58455172
Testing,Medium,Senior,C++,Critical,2,3,1,4,3,12,True,2,True,4.16666667,1,1,0,1,0.95636767
Feature Dev,Medium,Senior,Other,High,3,3,0,6,3,14,True,0,True,3.5,1,1,1,0,1.11922965
