task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Bug Fix,Low,Tech Lead,JavaScript,High,10,5,1,20,9,9,False,3,False,3.1,3,1,0,1,3.27229875
Design Review,Medium,Tech Lead,Other,Low,7,5,3,14,10,15,False,0,False,3.2,3,0,2,0,3.15887
Feature Dev,Medium,Tech Lead,Java,Low,12,3,1,24,4,17,False,2,False,3.5,1,1,1,0,5.08292125
Documentation,Medium,Mid,C++,High,10,3,3,20,6,14,False,0,False,2.66666667,1,2,0,0,3.8715
Deployment,Medium,Junior,Go,Medium,6,2,3,12,3,10,True,0,True,1.5,2,0,0,0,3.37404375
Documentation,Medium,Tech Lead,C++,Critical,12,5,3,24,4,10,False,3,False,3.2,3,0,2,0,4.168383
Client Meeting,High,Junior,Go,Medium,4,2,3,8,2,11,False,2,False,4.5,0,1,1,0,2.1133875
Design Review,Medium,Junior,Python,Medium,5,5,1,10,4,14,True,0,True,2.7,3,1,1,0,2.32444616
Code Review,Medium,Mid,Python,High,10,3,0,20,1,15,True,1,False,5.58333333,0,1,1,1,3.029859
Client Meeting,Medium,Mid,C++,Low,4,4,2,8,7,15,True,3,False,3.4375,1,2,1,0,2.28761466
Bug Fix,Medium,Tech Lead,JavaScript,Medium,9,3,0,18,5,10,True,1,True,5.0,1,0,1,1,3.341877
Testing,Low,Junior,C++,Critical,11,5,0,22,3,10,False,0,False,2.55,2,3,0,0,3.273435
Client Meeting,Low,Mid,Other,High,7,3,0,14,9,9,True,1,True,3.58333333,2,0,0,1,2.38248636
Code Review,Low,Mid,Other,Medium,7,5,0,14,5,10,False,2,True,3.1,3,1,0,1,2.686068
Deployment,High,Tech Lead,C++,Critical,7,4,3,14,1,10,True,3,False,4.0625,1,1,2,0,2.98716013
Code Review,Medium,Tech Lead,Java,Medium,12,5,3,24,1,14,False,0,False,3.1,3,1,0,1,4.7131875
Testing,Low,Mid,C++,Low,9,5,1,18,6,11,True,2,False,4.15,0,4,0,1,3.51567129
Design Review,Medium,Mid,Python,Medium,12,3,3,24,4,14,True,3,False,2.08333333,2,1,0,0,5.80321875
Refactoring,Medium,Senior,C++,High,10,5,1,20,10,14,True,0,True,2.2,3,2,0,0,4.27078575
Design Review,Medium,Senior,Other,High,13,4,1,26,8,18,False,3,False,3.0,2,1,1,0,4.6858275
Deployment,High,Senior,Other,Low,10,3,2,20,6,13,False,1,False,4.16666667,1,1,0,1,4.65895833
Design Review,High,Senior,Other,Low,12,2,0,24,8,14,False,1,True,2.375,1,1,0,0,6.67269625
Feature Dev,Medium,Senior,Python,Critical,1,2,2,2,7,9,True,3,False,1.5,2,0,0,0,0.9148125
Refactoring,High,Junior,Java,Low,12,3,0,24,2,18,False,1,True,4.16666667,1,1,0,1,5.76033608
Refactoring,Low,Senior,Java,Medium,5,3,2,10,6,12,True,3,False,2.08333333,2,1,0,0,2.5095
Client Meeting,Medium,Junior,Go,High,8,2,1,16,3,12,False,1,True,3.25,0,2,0,0,3.20203125
Client Meeting,Low,Tech Lead,Java,High,13,4,3,26,10,9,False,3,False,2.8125,1,3,0,0,4.68846563
Feature Dev,Medium,Senior,Other,Critical,6,4,0,12,7,12,True,1,True,3.4375,1,2,1,0,2.20962779
Testing,High,Senior,Go,Medium,8,5,2,16,3,12,True,0,False,3.05,2,2,1,0,3.84081442
Design Review,Low,Junior,JavaScript,Low,11,2,3,22,7,12,True,2,False,1.5,2,0,0,0,5.45766375
Client Meeting,Low,Senior,Other,Medium,10,4,0,20,3,15,False,2,False,2.8125,1,3,0,0,3.645625
Testing,Low,Junior,JavaScript,Medium,4,2,2,8,6,12,True,2,False,2.375,1,1,0,0,1.99880625
Client Meeting,High,Tech Lead,Java,Low,10,2,3,20,3,14,False,3,False,2.375,1,1,0,0,5.77465625
Code Review,High,Junior,JavaScript,Low,6,2,0,12,1,18,False,2,False,3.25,0,2,0,0,3.0525
Feature Dev,Low,Tech Lead,Python,Critical,3,5,3,6,3,14,False,1,False,3.8,1,3,0,1,1.19776475
Client Meeting,Low,Senior,Java,Critical,10,2,2,20,9,14,False,3,False,1.5,2,0,0,0,3.65925
Code Review,Medium,Tech Lead,Other,High,6,3,1,12,1,11,True,3,False,3.5,1,1,1,0,2.41651856
Design Review,High,Mid,Java,High,2,2,2,4,7,17,True,3,True,2.375,1,1,0,0,1.55041425
Bug Fix,High,Junior,Java,High,6,5,3,12,8,15,False,1,False,3.95,2,1,1,1,2.4734637
Feature Dev,High,Mid,Java,Critical,13,4,2,26,7,17,True,0,False,3.9375,1,2,0,1,4.80882905
Code Review,Medium,Tech Lead,Other,Medium,10,2,0,20,1,9,False,0,False,3.625,1,0,1,0,3.56475
Deployment,Medium,Tech Lead,Java,Critical,3,5,0,6,8,13,True,2,False,3.05,2,2,1,0,1.14838421
Documentation,High,Tech Lead,Java,Medium,1,2,3,2,9,18,False,3,True,1.5,2,0,0,0,1.364275
Refactoring,High,Senior,C++,High,2,2,1,4,5,10,True,1,False,3.625,1,0,1,0,0.98534146
Deployment,Medium,Senior,Go,Medium,11,4,0,22,6,13,False,1,False,5.0,0,2,1,1,3.519
Client Meeting,Low,Tech Lead,Python,Critical,6,3,2,12,7,11,True,1,False,2.08333333,2,1,0,0,2.27528
Deployment,Medium,Senior,JavaScript,Critical,6,3,1,12,10,15,False,2,True,2.08333333,2,1,0,0,2.56053646
Testing,Medium,Junior,Go,Low,9,2,1,18,4,11,True,2,False,1.5,2,0,0,0,4.67630625
Client Meeting,High,Junior,Java,Low,4,4,0,8,6,14,False,2,False,3.25,0,4,0,0,2.10375
Documentation,Medium,Senior,Go,Medium,3,4,2,6,8,11,False,0,False,3.0,2,1,1,0,1.38225
Testing,Low,Tech Lead,Go,Critical,12,2,2,24,5,13,False,2,False,1.5,2,0,0,0,4.199425
Client Meeting,High,Senior,JavaScript,Critical,13,4,3,26,4,18,False,1,False,2.8125,1,3,0,0,5.32501094
Feature Dev,Low,Mid,Other,Critical,9,5,0,18,8,13,True,3,False,1.5,5,0,0,0,3.23843625
Feature Dev,High,Junior,Other,Critical,11,2,0,22,4,14,False,3,False,2.375,1,1,0,0,4.470575
Code Review,High,Senior,Python,Medium,6,3,2,12,7,12,True,3,False,3.25,0,3,0,0,3.3075
Testing,Medium,Senior,JavaScript,Critical,13,2,1,26,1,16,False,1,False,1.5,2,0,0,0,4.7483125
Feature Dev,Medium,Mid,Java,Low,5,2,1,10,5,16,False,1,False,1.5,2,0,0,0,2.536875
Refactoring,Medium,Tech Lead,Go,Low,12,3,0,24,1,9,True,3,True,2.08333333,2,1,0,0,6.45255188
Refactoring,Medium,Mid,Other,Medium,13,2,1,26,2,9,True,0,False,2.375,1,1,0,0,5.51217188
Feature Dev,Medium,Junior,Other,High,3,3,3,6,9,11,True,2,False,2.91666667,2,0,1,0,1.61807822
Documentation,High,Senior,Java,Medium,1,3,1,2,9,18,True,3,True,2.08333333,2,1,0,0,1.04667063
Bug Fix,Low,Tech Lead,JavaScript,High,3,3,3,6,7,13,True,2,True,4.16666667,1,1,0,1,1.52333961
Testing,Medium,Junior,Go,Medium,5,3,2,10,5,15,False,0,True,2.08333333,2,1,0,0,2.51945833
Testing,Medium,Senior,JavaScript,Critical,12,4,2,24,2,9,False,3,False,3.5,2,1,0,1,4.0334625
Design Review,Medium,Tech Lead,Other,High,8,4,3,16,9,18,True,0,True,4.5,0,2,2,0,3.12070894
Client Meeting,High,Tech Lead,Python,Critical,4,3,0,8,3,9,False,1,False,4.91666667,0,1,2,0,1.32400958
Bug Fix,Medium,Junior,C++,Low,1,5,3,2,2,17,True,2,False,2.2,3,2,0,0,1.2006225
Client Meeting,Medium,Tech Lead,Java,Low,2,5,2,4,1,18,False,2,False,3.4,1,3,1,0,1.290003
Client Meeting,Medium,Tech Lead,Python,Low,8,4,3,16,10,15,False,3,False,3.5,2,1,0,1,3.81816875
Deployment,High,Mid,JavaScript,Medium,1,3,2,2,7,12,True,3,False,2.66666667,1,2,0,0,1.0759
Code Review,Medium,Junior,Other,Low,3,4,3,6,1,15,False,2,False,3.25,0,4,0,0,1.9078125
Deployment,Medium,Senior,Python,Low,2,5,0,4,10,18,False,3,True,2.2,3,2,0,0,1.31769
Testing,High,Senior,Go,Low,1,4,2,2,8,17,False,2,False,4.0625,1,1,2,0,0.890274
Documentation,High,Tech Lead,Python,Medium,3,4,3,6,8,18,False,2,False,4.5625,1,1,1,1,1.62831375
Documentation,Low,Junior,Other,Low,7,4,2,14,9,14,False,3,False,1.5,4,0,0,0,3.5178
Refactoring,High,Senior,Java,High,3,5,3,6,7,16,True,3,True,3.55,2,1,2,0,1.91998717
Documentation,Medium,Junior,Python,High,6,3,1,12,2,12,False,3,False,6.41666667,0,0,2,1,1.9404225
Client Meeting,Medium,Senior,Java,Medium,12,3,3,24,4,16,True,0,False,3.5,1,1,1,0,4.94609063
Testing,High,Mid,Other,Medium,7,2,3,14,6,12,False,2,False,2.375,1,1,0,0,3.7974375
Design Review,Medium,Tech Lead,Go,Low,12,3,3,24,10,15,False,1,False,3.5,1,1,1,0,5.28031625
Bug Fix,Medium,Junior,C++,Low,1,5,2,2,1,9,False,0,False,3.05,2,2,1,0,0.70768775
Refactoring,Medium,Senior,Python,Critical,2,2,3,4,8,14,True,0,False,3.625,1,0,1,0,0.99423105
Deployment,Medium,Mid,JavaScript,Critical,9,4,3,18,3,10,False,1,False,2.375,2,2,0,0,3.46135938
Design Review,Low,Junior,JavaScript,Low,2,4,1,4,10,12,True,0,False,3.5,2,1,0,1,0.88301194
Bug Fix,Medium,Tech Lead,Other,Critical,7,3,3,14,10,13,True,3,False,3.5,1,1,1,0,2.84282447
Client Meeting,High,Senior,Other,Critical,13,4,0,26,1,11,False,1,True,4.5625,1,1,1,1,4.5599202
Design Review,High,Senior,Java,Medium,1,5,3,2,10,9,True,1,False,3.05,2,2,1,0,0.97467904
Deployment,Medium,Mid,C++,High,7,4,3,14,7,16,False,3,False,2.375,2,2,0,0,3.13509375
Client Meeting,Medium,Senior,Other,Critical,12,5,1,24,8,14,False,1,False,3.45,2,2,0,1,3.78222906
Bug Fix,Low,Junior,Go,Low,11,2,2,22,7,13,False,2,False,2.375,1,1,0,0,4.8140125
Documentation,Low,Tech Lead,C++,Low,12,5,3,24,7,13,True,0,False,1.85,4,1,0,0,5.55067013
Bug Fix,Medium,Junior,Python,Critical,13,4,0,26,2,9,True,1,False,3.0,2,1,1,0,4.35892538
Design Review,High,Tech Lead,Java,High,5,2,3,10,3,14,False,3,True,3.25,0,2,0,0,2.83078125
Testing,High,Junior,Python,Low,12,4,1,24,10,18,True,1,False,4.125,2,0,1,1,5.47976179
Deployment,High,Senior,C++,Medium,2,2,0,4,3,14,False,2,True,2.375,1,1,0,0,1.2089
Documentation,High,Mid,Other,Medium,11,3,3,22,6,9,False,3,False,2.66666667,1,2,0,0,5.61633333
Code Review,High,Junior,Python,Low,6,4,0,12,9,9,False,0,True,3.9375,1,2,0,1,2.86527244
Feature Dev,High,Junior,Python,Critical,2,3,1,4,1,17,False,1,False,3.5,1,1,1,0,0.89231512
Deployment,Medium,Mid,JavaScript,Critical,8,3,2,16,8,13,False,3,False,2.08333333,2,1,0,0,3.21654167
Client Meeting,Medium,Junior,C++,Low,10,4,1,20,4,10,False,2,False,1.9375,3,1,0,0,4.79995313
Code Review,Medium,Mid,Python,High,1,3,1,2,1,9,True,3,False,4.33333333,1,0,2,0,0.66696525
Feature Dev,Medium,Senior,Other,Medium,6,2,1,12,3,18,True,3,False,1.5,2,0,0,0,3.0673125
Refactoring,Medium,Junior,Go,High,11,4,0,22,2,16,False,3,True,4.125,2,0,1,1,3.82592925
Documentation,High,Tech Lead,Java,Critical,6,5,0,12,3,15,True,3,False,3.45,2,2,0,1,2.40639643
Bug Fix,Medium,Junior,C++,Low,1,2,2,2,3,10,False,0,False,1.5,2,0,0,0,0.78925
Design Review,Medium,Junior,Python,High,3,5,0,6,10,10,False,3,True,3.2,3,0,2,0,1.312146
Testing,High,Mid,C++,High,11,3,0,22,10,12,False,1,False,2.08333333,2,1,0,0,4.62465
Feature Dev,High,Tech Lead,C++,Low,1,2,2,2,3,14,True,3,False,3.25,0,2,0,0,1.14778125
Deployment,High,Senior,Java,Low,4,4,2,8,5,10,False,0,False,3.4375,1,2,1,0,2.11926206
Bug Fix,High,Tech Lead,Other,Critical,3,4,1,6,3,13,False,1,False,3.9375,1,2,0,1,1.1887157
Deployment,High,Junior,Other,Low,3,3,1,6,10,18,True,1,True,2.66666667,1,2,0,0,2.0018845
Code Review,Low,Senior,C++,Low,5,5,2,10,6,11,False,0,False,2.9,1,4,0,0,2.20605
Feature Dev,Low,Senior,Other,Critical,7,2,3,14,5,18,False,2,True,2.375,1,1,0,0,2.90837594
Code Review,Low,Mid,Java,Low,3,2,0,6,3,16,True,3,False,2.375,1,1,0,0,1.56401438
Bug Fix,Low,Tech Lead,JavaScript,High,13,3,0,26,4,9,False,0,False,4.16666667,1,1,0,1,3.567915
Design Review,High,Tech Lead,Other,Medium,8,2,2,16,4,17,False,2,False,2.375,1,1,0,0,4.101625
Client Meeting,High,Junior,JavaScript,High,4,4,0,8,2,13,False,2,True,3.4375,1,2,1,0,1.81820801
Refactoring,Medium,Mid,Other,Medium,12,4,0,24,9,12,False,3,False,2.5625,3,0,1,0,4.80786563
Client Meeting,Medium,Tech Lead,JavaScript,Critical,8,4,3,16,9,16,False,2,True,3.0625,3,0,0,1,3.23808762
Bug Fix,Low,Mid,Other,High,8,2,0,16,2,11,False,0,True,2.375,1,1,0,0,2.79774
Feature Dev,Medium,Tech Lead,JavaScript,Critical,11,3,0,22,10,12,False,3,False,2.91666667,2,0,1,0,3.69753896
Bug Fix,High,Junior,C++,Low,11,2,2,22,1,12,False,2,False,2.375,1,1,0,0,6.001325
Deployment,High,Junior,JavaScript,High,2,4,1,4,3,11,False,0,False,2.8125,1,3,0,0,0.92387812
Code Review,High,Senior,Python,High,4,4,1,8,6,15,False,3,False,3.625,2,0,2,0,1.77993113
Documentation,Medium,Junior,Go,Low,6,4,3,12,9,12,False,3,False,4.125,2,0,1,1,2.84909625
Testing,High,Senior,Other,Medium,11,3,2,22,9,15,False,2,False,3.5,1,1,1,0,4.98871
Documentation,Low,Junior,Other,High,6,2,3,12,7,15,True,3,False,1.5,2,0,0,0,2.81869875
Design Review,Low,Tech Lead,C++,Medium,10,2,3,20,4,14,False,2,False,3.25,0,2,0,0,3.984375
Documentation,Medium,Mid,JavaScript,Critical,11,3,2,22,4,15,False,0,False,5.0,1,0,1,1,3.12409
Design Review,Medium,Senior,JavaScript,Low,8,2,1,16,8,10,False,0,False,2.375,1,1,0,0,3.61590625
Testing,Medium,Mid,Java,Medium,3,2,1,6,4,14,False,3,True,2.375,1,1,0,0,1.78096875
Refactoring,High,Mid,C++,Low,11,2,1,22,8,11,False,2,False,4.5,0,1,1,0,5.05091125
Refactoring,Low,Junior,Other,High,13,3,3,26,4,17,False,2,False,2.08333333,2,1,0,0,4.7770125
Client Meeting,Medium,Junior,JavaScript,High,4,5,0,8,7,11,True,0,True,3.1,3,1,0,1,1.4931378
Deployment,Medium,Senior,Java,Medium,7,4,1,14,9,10,False,3,False,3.0625,3,0,0,1,2.92347656
Testing,High,Senior,Python,Low,11,5,2,22,1,17,False,3,True,4.8,1,1,2,1,5.24191844
Refactoring,Low,Senior,JavaScript,Low,11,5,2,22,10,10,False,0,False,2.55,2,3,0,0,4.557135
Design Review,Low,Senior,Python,Medium,9,3,1,18,8,9,True,1,False,1.5,3,0,0,0,3.7561125
Design Review,Medium,Junior,C++,High,3,4,0,6,1,12,False,3,True,4.0625,1,1,2,0,1.25194781
Code Review,High,Junior,C++,Low,2,4,0,4,7,10,False,3,False,4.5625,1,1,1,1,1.07645175
Client Meeting,High,Junior,JavaScript,Low,3,5,2,6,1,9,True,2,True,3.4,1,3,1,0,2.15470193
Documentation,High,Junior,Other,Critical,13,2,2,26,1,11,False,3,False,5.75,0,0,2,0,4.468807
Deployment,High,Mid,Python,High,4,4,0,8,1,14,True,1,True,2.375,2,2,0,0,1.97881819
Refactoring,Medium,Junior,Go,Low,13,5,2,26,9,10,False,2,True,3.55,2,1,2,0,5.98073355
Code Review,Medium,Senior,Python,High,10,2,0,20,4,16,True,1,False,4.5,0,1,1,0,3.28848188
Refactoring,Medium,Tech Lead,Python,High,9,2,0,18,4,11,False,2,False,3.625,1,0,1,0,3.04786125
Code Review,Medium,Senior,Python,Critical,3,4,2,6,3,16,False,0,False,2.5625,3,0,1,0,1.20196641
Refactoring,Medium,Senior,Java,Critical,8,2,3,16,3,15,False,0,False,2.375,1,1,0,0,3.04432812
Testing,High,Tech Lead,Go,High,11,5,3,22,9,18,False,3,False,3.95,2,1,1,1,4.3416387
Testing,Medium,Junior,Python,Critical,10,2,3,20,8,12,False,0,False,4.5,0,1,1,0,3.21039688
Testing,Medium,Tech Lead,Go,High,2,3,1,4,1,12,False,2,True,3.25,0,3,0,0,1.06734375
Design Review,Medium,Senior,JavaScript,Medium,4,5,0,8,2,11,False,0,True,3.55,2,1,2,0,1.526184
Bug Fix,High,Junior,Java,High,8,4,1,16,10,14,False,0,True,3.5,2,1,0,1,3.33195638
Design Review,Low,Senior,JavaScript,High,7,2,1,14,2,11,True,0,False,2.375,1,1,0,0,2.47584094
Feature Dev,Medium,Senior,Python,Medium,5,3,0,10,3,17,False,0,False,4.16666667,1,1,0,1,1.69416667
Client Meeting,Medium,Tech Lead,JavaScript,Medium,8,4,1,16,9,11,True,0,True,1.9375,3,1,0,0,3.88134141
Documentation,Medium,Junior,JavaScript,High,2,3,2,4,1,15,False,2,True,3.58333333,2,0,0,1,1.12585688
Documentation,Low,Tech Lead,Other,Critical,12,3,3,24,9,15,True,3,True,2.08333333,2,1,0,0,4.95673303
Documentation,High,Junior,JavaScript,Critical,9,2,1,18,2,17,False,3,False,1.5,2,0,0,0,3.9990375
Code Review,High,Mid,Java,Critical,7,4,1,14,9,16,False,3,False,3.4375,1,2,1,0,2.80842736
Documentation,High,Tech Lead,JavaScript,Medium,6,3,2,12,7,10,True,2,False,2.66666667,1,2,0,0,3.3089
Refactoring,High,Senior,JavaScript,High,11,4,0,22,6,15,True,3,False,2.375,2,2,0,0,4.9702275
Testing,Medium,Tech Lead,Other,Critical,13,4,2,26,4,18,True,2,False,3.4375,1,2,1,0,4.57995579
Refactoring,High,Tech Lead,Go,High,1,3,0,2,4,12,False,0,False,2.91666667,2,0,1,0,0.5
Bug Fix,High,Tech Lead,Other,Medium,9,5,0,18,10,15,True,0,False,3.75,0,4,1,0,3.84763838
Code Review,Medium,Tech Lead,C++,High,3,2,2,6,3,16,False,2,False,1.5,2,0,0,0,1.56825
Feature Dev,High,Mid,Other,Medium,7,2,0,14,4,11,False,0,True,3.625,1,0,1,0,3.15658613
Refactoring,Medium,Mid,JavaScript,Low,4,4,1,8,3,13,True,2,True,2.5625,3,0,1,0,2.33556214
Testing,Low,Mid,Other,Medium,3,3,0,6,9,12,True,2,True,2.08333333,2,1,0,0,1.47224
Deployment,High,Mid,JavaScript,Critical,3,3,2,6,6,17,True,1,False,2.91666667,2,0,1,0,1.47036177
Design Review,Medium,Junior,Python,Medium,2,4,0,4,2,9,False,3,True,3.0,2,1,1,0,1.115015
Design Review,Low,Senior,Java,Critical,10,2,2,20,8,17,False,3,False,2.375,1,1,0,0,3.5030625
Code Review,High,Tech Lead,Other,High,11,2,2,22,1,9,False,0,False,1.5,2,0,0,0,4.9446
Client Meeting,Medium,Senior,Other,High,2,2,1,4,8,15,False,0,True,3.625,1,0,1,0,0.83816184
Bug Fix,Low,Mid,Go,Medium,4,3,3,8,1,15,False,2,False,2.08333333,2,1,0,0,2.08129167
Design Review,Medium,Tech Lead,Java,Medium,7,4,1,14,2,17,False,1,False,2.375,2,2,0,0,2.9928125
Refactoring,High,Tech Lead,Python,Low,7,2,1,14,8,12,False,1,True,2.375,1,1,0,0,4.11997438
Code Review,High,Tech Lead,Go,Low,10,2,0,20,10,10,True,1,False,1.5,2,0,0,0,5.5642125
Design Review,Medium,Tech Lead,Other,Low,8,5,3,16,2,18,False,3,False,3.05,2,2,1,0,3.99338088
Client Meeting,High,Mid,C++,Medium,3,3,3,6,4,17,False,3,False,4.91666667,0,1,2,0,1.7102125
Documentation,Low,Senior,Python,Low,11,4,0,22,9,13,False,3,False,3.5,2,1,0,1,4.1178225
Bug Fix,Medium,Tech Lead,Java,High,11,2,3,22,1,14,False,3,False,2.375,1,1,0,0,4.54809375
Client Meeting,Low,Junior,Go,High,13,5,3,26,1,10,False,2,False,2.2,3,2,0,0,4.74903
Feature Dev,High,Senior,JavaScript,High,1,5,0,2,7,11,False,0,True,3.4,1,3,1,0,0.5
Code Review,High,Mid,JavaScript,High,6,3,1,12,6,18,False,2,True,2.08333333,2,1,0,0,3.06607125
Feature Dev,Medium,Junior,JavaScript,High,7,4,1,14,10,10,False,3,False,3.4375,1,2,1,0,2.63332266
Design Review,Medium,Mid,C++,Low,13,3,0,26,7,13,True,1,False,1.5,3,0,0,0,6.2745375
Deployment,High,Senior,JavaScript,Low,13,5,3,26,5,15,False,0,False,3.9,1,2,2,0,6.0170011
Code Review,Medium,Junior,Python,Critical,12,5,0,24,9,11,False,2,False,3.1,3,1,0,1,3.8154375
Refactoring,High,Junior,Python,High,10,3,0,20,9,12,False,0,False,5.0,1,0,1,1,3.23748
Bug Fix,Low,Junior,Java,Critical,2,5,3,4,7,10,True,0,True,1.85,4,1,0,0,1.15726236
Design Review,Low,Junior,Go,Low,1,4,0,2,4,10,False,3,True,1.9375,3,1,0,0,0.80109563
Code Review,Medium,Junior,Python,Critical,3,4,3,6,9,13,False,3,True,5.625,0,1,2,1,1.37928863
Refactoring,Medium,Mid,Java,High,5,2,3,10,3,13,True,0,True,3.625,1,0,1,0,2.26965405
Refactoring,High,Tech Lead,C++,Critical,10,3,3,20,9,14,False,2,False,4.91666667,0,1,2,0,3.58301562
Refactoring,Low,Senior,Python,Critical,5,4,2,10,6,17,False,3,True,2.375,2,2,0,0,2.201925
Refactoring,High,Mid,C++,High,11,5,2,22,3,18,True,1,False,4.3,1,2,1,1,4.20102774
Documentation,Medium,Senior,JavaScript,High,4,3,2,8,5,11,False,3,True,3.5,1,1,1,0,1.9542105
Documentation,Medium,Mid,C++,Low,12,2,0,24,10,13,False,2,True,1.5,2,0,0,0,6.20125
Deployment,High,Mid,Python,Low,10,3,3,20,6,17,False,0,False,4.16666667,1,1,0,1,4.70554792
Documentation,High,Senior,Python,Low,11,2,2,22,4,14,False,0,True,4.5,0,1,1,0,5.504653
Testing,Low,Mid,Python,High,3,3,3,6,2,15,False,0,False,2.08333333,2,1,0,0,1.3712625
Feature Dev,High,Junior,JavaScript,Critical,1,2,3,2,6,15,False,2,False,3.625,1,0,1,0,0.84083541
Code Review,Medium,Senior,Other,High,13,5,1,26,8,12,False,0,True,2.2,3,2,0,0,5.243535
Bug Fix,Medium,Senior,C++,Critical,1,5,1,2,6,15,True,3,False,3.55,2,1,2,0,0.65784167
Deployment,High,Tech Lead,Python,High,3,2,1,6,9,13,True,1,True,5.75,0,0,2,0,1.35381362
Feature Dev,Low,Junior,Python,Low,13,5,1,26,4,17,False,2,True,2.55,2,3,0,0,5.91892675
Testing,Medium,Junior,Java,Critical,13,5,1,26,5,12,False,2,True,4.25,0,3,2,0,4.32913181
Testing,High,Junior,Python,Medium,13,5,2,26,3,13,True,3,False,3.55,2,1,2,0,5.99113935
Bug Fix,High,Senior,C++,High,6,4,0,12,8,16,True,0,True,4.125,2,0,1,1,2.3590517
Refactoring,High,Senior,JavaScript,Medium,9,2,2,18,7,12,False,1,False,1.5,2,0,0,0,4.6535
Deployment,Medium,Mid,JavaScript,Critical,7,5,1,14,10,9,False,3,False,2.55,2,3,0,0,2.68653125
Refactoring,High,Tech Lead,JavaScript,High,11,4,3,22,9,17,False,3,False,3.0,2,1,1,0,4.8185235
Design Review,High,Senior,Go,Medium,7,3,2,14,5,11,False,1,False,2.08333333,2,1,0,0,3.60491667
Feature Dev,High,Mid,Python,High,7,3,1,14,9,17,False,3,False,3.5,1,1,1,0,2.96361675
Code Review,Medium,Mid,Python,Medium,8,3,3,16,1,10,True,0,True,3.5,1,1,1,0,3.78258169
Code Review,Medium,Junior,JavaScript,Critical,3,3,2,6,2,11,True,2,False,3.5,1,1,1,0,1.36135256
Client Meeting,Low,Tech Lead,JavaScript,Critical,3,2,2,6,3,15,False,1,False,1.5,2,0,0,0,1.28945
Bug Fix,High,Senior,Other,Low,10,3,3,20,3,13,False,2,True,4.91666667,0,1,2,0,5.10052812
Bug Fix,Medium,Junior,Python,High,10,5,1,20,9,18,True,2,False,3.05,2,2,1,0,3.77808756
Refactoring,High,Junior,Python,Low,6,3,0,12,9,9,False,1,True,3.5,1,1,1,0,3.10502335
Documentation,Low,Junior,Java,High,5,2,3,10,6,12,True,0,False,2.375,1,1,0,0,2.08638281
Testing,High,Senior,Java,Critical,9,3,1,18,9,11,False,2,False,2.91666667,2,0,1,0,3.53232977
Testing,High,Mid,Python,Medium,4,3,2,8,7,11,False,2,False,3.25,0,3,0,0,2.19375
Design Review,Low,Junior,Other,Critical,11,2,3,22,6,13,False,3,True,3.25,0,2,0,0,4.12860938
Feature Dev,Low,Junior,C++,Medium,12,2,3,24,3,17,True,2,True,3.25,0,2,0,0,5.38157813
Deployment,Low,Tech Lead,Java,Low,9,3,2,18,9,17,False,1,False,2.66666667,1,2,0,0,3.87053333
Refactoring,Low,Tech Lead,Go,Low,11,4,2,22,5,16,False,2,False,1.9375,3,1,0,0,4.92133125
Feature Dev,Medium,Junior,Go,Critical,3,5,3,6,8,10,True,0,True,2.55,2,3,0,0,1.57534059
Refactoring,High,Junior,Go,High,8,3,1,16,2,15,False,1,False,4.33333333,1,0,2,0,2.936889
Testing,High,Mid,Java,Critical,3,5,3,6,2,16,False,1,True,3.55,2,1,2,0,1.56481553
Documentation,Medium,Junior,Go,Critical,10,5,3,20,10,11,False,2,False,1.5,5,0,0,0,4.0513125
Feature Dev,Low,Senior,Other,Low,7,3,2,14,2,15,True,0,True,1.5,3,0,0,0,3.67238025
Design Review,Medium,Junior,Go,High,3,5,3,6,2,13,False,0,False,3.05,2,2,1,0,1.36482638
Client Meeting,High,Junior,Other,Critical,9,3,3,18,10,18,True,2,True,4.08333333,0,2,1,0,4.08634825
Testing,Medium,Mid,Other,High,12,2,1,24,5,11,True,0,False,2.375,1,1,0,0,4.59004219
Client Meeting,High,Senior,Go,Medium,2,2,1,4,2,17,False,2,False,4.5,0,1,1,0,1.0779125
Client Meeting,High,Junior,Other,Critical,9,2,2,18,9,9,True,2,False,3.625,1,0,1,0,3.69058568
Client Meeting,Medium,Junior,Java,High,10,4,3,20,5,13,False,2,True,4.0625,1,1,2,0,3.88103822
Refactoring,Low,Mid,JavaScript,Critical,6,4,0,12,2,15,False,0,False,3.0625,3,0,0,1,1.65153938
Testing,Low,Mid,Other,Medium,2,3,0,4,9,17,False,0,False,2.08333333,2,1,0,0,0.717
Client Meeting,Medium,Junior,JavaScript,High,13,5,2,26,6,17,True,2,False,3.05,2,2,1,0,4.95059749
Code Review,High,Tech Lead,Python,High,8,3,3,16,6,16,True,1,False,3.5,1,1,1,0,3.58662229
Bug Fix,High,Tech Lead,Java,Critical,5,4,2,10,6,17,False,0,False,3.875,0,3,1,0,1.94272812
Design Review,Low,Tech Lead,C++,Medium,11,4,1,22,8,14,False,0,False,3.5,2,1,0,1,3.6116625
Design Review,Low,Junior,JavaScript,Medium,7,2,0,14,1,18,True,3,False,2.375,1,1,0,0,2.90548125
